title,description,Genre,Actors,Poster,imdb_score,tags
An Easy Girl,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.","Comedy, Drama","Benoît Magimel, Mina Farid, Nuno Lopes, Zahia Dehar",https://m.media-amazon.com/images/M/MV5BNWE5YTc3YmItYWUyNi00ZmMyLWI2OTAtZWE0MTY0ZDhiNzI1XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,5.6,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.MOVIEComedy, DramaFRBenoît Magimel, Mina Farid, Nuno Lopes, Zahia Dehar"
"Live Twice, Love Once",A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,"Comedy, Drama","Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López",https://m.media-amazon.com/images/M/MV5BZmJhOWIzMGUtZjRlNS00ODBmLWFlNDktYjhhNzY1Mjg1ODJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.2,"A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.MOVIEComedy, DramaESOscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López"
Made You Look: A True Story About Fake Art,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.",Documentary,"Domenico De Sole, Patty Cohen, José Carlos Bergantiños Díaz, Jack Flam",https://m.media-amazon.com/images/M/MV5BYTFiMGViMzctZmM5OS00ZGQxLWE2MjQtNTU5YzY2Y2MxYWRhXkEyXkFqcGdeQXVyMDk2NDg2OA@@._V1_SX300.jpg,7.0,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.MOVIEDocumentaryCADomenico De Sole, Patty Cohen, José Carlos Bergantiños Díaz, Jack Flam"
Screwball,Investigates the MLB's infamous doping scandal involving a nefarious clinician and his most famous client: the New York Yankees' Alex Rodriguez.,Documentary,"Bryan Blanco, Frankie Diaz, Ian Mackles, Samuel Kai Taylor",https://m.media-amazon.com/images/M/MV5BNGJiZTE0ZWEtN2UxMi00YTdjLWI4MDYtMGQzYWVkODY0YjNiXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,7.1,"Investigates the MLB's infamous doping scandal involving a nefarious clinician and his most famous client: the New York Yankees' Alex Rodriguez.MOVIEDocumentaryUSBryan Blanco, Frankie Diaz, Ian Mackles, Samuel Kai Taylor"
Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.","Family, Fantasy, Musical","Keegan-Michael Key, Forest Whitaker, Hugh Bonneville, Anika Noni Rose",https://m.media-amazon.com/images/M/MV5BMjU1MGEzMTUtNjg4ZC00MjgzLTkxODYtZGU4MGJkMDU0NzA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,6.5,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.MOVIEFamily, Fantasy, MusicalUSKeegan-Michael Key, Forest Whitaker, Hugh Bonneville, Anika Noni Rose"
Framing John DeLorean,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.","Documentary, Biography, Drama","Dean Winters, Josh Charles, Alec Baldwin, Morena Baccarin",https://m.media-amazon.com/images/M/MV5BMTAyODY3NzcxNjdeQTJeQWpwZ15BbWU4MDg2MzU1Njcz._V1_SX300.jpg,6.5,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.MOVIEDocumentary, Biography, DramaUSDean Winters, Josh Charles, Alec Baldwin, Morena Baccarin"
The Kissing Booth 2,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.","Comedy, Romance","Jacob Elordi, Joel Courtney, Molly Ringwald, Joey King",https://m.media-amazon.com/images/M/MV5BOWQ5ZGU2ZGQtOTJjYi00MWI3LWE1ZDQtM2EzOGI2MzJjNTA4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,5.7,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.MOVIEComedy, RomanceGBJacob Elordi, Joel Courtney, Molly Ringwald, Joey King"
Dangerous Lies,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.","Drama, Mystery, Thriller","Camila Mendes, Nick Purcha, Briana Skye, Carlos Joe Costa",https://m.media-amazon.com/images/M/MV5BMDRjMmUzMTEtMWJiMC00MDUwLWExOGQtNDU2ZTU0Y2RmY2YzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,5.3,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.MOVIEDrama, Mystery, ThrillerUSCamila Mendes, Nick Purcha, Briana Skye, Carlos Joe Costa"
Human Nature,"The biggest tech revolution of the 21st century isn’t digital, it’s biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR’s far-reaching implications, through the eyes of the scientists who discovered it, the families it’s affecting, and the genetic engineers who are testing its limits.","Comedy, Drama","Patricia Arquette, Rhys Ifans, Tim Robbins, Ken Magee",https://m.media-amazon.com/images/M/MV5BM2FiNzM1NzgtYzJmYi00NzRjLWFmYzktMzI1M2FlMWYzYjVhXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,7.7,"The biggest tech revolution of the 21st century isn’t digital, it’s biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR’s far-reaching implications, through the eyes of the scientists who discovered it, the families it’s affecting, and the genetic engineers who are testing its limits.MOVIEComedy, DramaUSPatricia Arquette, Rhys Ifans, Tim Robbins, Ken Magee"
Beats,An agoraphobic hip-hop prodigy and a disgraced former music manager cross paths in Chicago’s South Side and help each other face demons of their pasts.,"Comedy, Crime, Drama, Music","Brian Ferguson, Laura Fraser, Lorn Macdonald, Cristian Ortega",https://m.media-amazon.com/images/M/MV5BNTE1OTVhZDYtZDBjYy00MDM4LWI2NDQtNjZjMjAyNDRjOGM1XkEyXkFqcGdeQXVyMTc5OTQwMzk@._V1_SX300.jpg,6.3,"An agoraphobic hip-hop prodigy and a disgraced former music manager cross paths in Chicago’s South Side and help each other face demons of their pasts.MOVIEComedy, Crime, Drama, MusicUSBrian Ferguson, Laura Fraser, Lorn Macdonald, Cristian Ortega"
A Secret Love,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.","Documentary, Drama","Kim Donahue, Terry Donahue, Diana Bolan, Pat Henschel",https://m.media-amazon.com/images/M/MV5BNDBlOGQyYzctOTAxNi00ZjA5LWE0NGUtMzA3ZjMzNmU4MWM2XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,7.8,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.MOVIEDocumentary, DramaUSKim Donahue, Terry Donahue, Diana Bolan, Pat Henschel"
Earthquake Bird,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","Crime, Drama, Mystery, Romance, Thriller","Kenichi Masuda, Chiaki Kawamo, Alicia Vikander, Kiki Sukezane",https://m.media-amazon.com/images/M/MV5BZGU3M2I0ODEtMzMwOS00MDk0LWI4NDktNTQ1ZmZkOWMyMGJkXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,5.9,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.MOVIECrime, Drama, Mystery, Romance, ThrillerJP, GBKenichi Masuda, Chiaki Kawamo, Alicia Vikander, Kiki Sukezane"
Cut Throat City,"Four boyhood friends return to New Orleans’ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.","Action, Crime, Drama, Thriller","Keean Johnson, Denzel Whitaker, Demetrius Shipp Jr., Shameik Moore",https://m.media-amazon.com/images/M/MV5BNGI5M2M1NzQtYWIxYy00YjQ4LWI2MDMtODQxZWFlZjY1ZGUyXkEyXkFqcGdeQXVyMzY4MTc3NzA@._V1_SX300.jpg,4.8,"Four boyhood friends return to New Orleans’ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.MOVIEAction, Crime, Drama, ThrillerUSKeean Johnson, Denzel Whitaker, Demetrius Shipp Jr., Shameik Moore"
Jim Jefferies: Intolerant,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.",Comedy,Jim Jefferies,https://m.media-amazon.com/images/M/MV5BZGI1YTYwODgtMWE0OC00ZWY2LWJhZTgtZDJhMDIyNjU0Y2IzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.2,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.MOVIEComedyUSJim Jefferies"
Your Name Engraved Herein,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.","Drama, Romance","Edward Chen, David Hao-Chi Chiu, Jean-François Blanchard, Akira Chen",https://m.media-amazon.com/images/M/MV5BZDU4MGQyMjYtNGI5My00NjAzLWJlYzUtYTJlNjgwN2I4NGJhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,7.3,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.MOVIEDrama, RomanceTWEdward Chen, David Hao-Chi Chiu, Jean-François Blanchard, Akira Chen"
Dolly Parton: Here I Am,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career.","Documentary, Music","Mac Davis, Dabney Coleman, David Dotson, Jerry Douglas",https://m.media-amazon.com/images/M/MV5BN2ViZjVhYzUtODI5ZS00NmNiLWExMWItOTgxNTQ4NmExMzYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.3,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career.MOVIEDocumentary, MusicGBMac Davis, Dabney Coleman, David Dotson, Jerry Douglas"
David Foster: Off the Record,A documentary about Canadian music icon David Foster.,Documentary,"Michael Bublé, Carole Bayer Sager, Paul Anka, Andrea Bocelli",https://m.media-amazon.com/images/M/MV5BMmE4NWNmYzQtMDFhMi00OTM4LWE4ODktMzI3MjYzNjdmZDdmXkEyXkFqcGdeQXVyMjA5NDAwMDM@._V1_SX300.jpg,6.9,"A documentary about Canadian music icon David Foster.MOVIEDocumentaryCAMichael Bublé, Carole Bayer Sager, Paul Anka, Andrea Bocelli"
Have a Good Trip: Adventures in Psychedelics,"Celebrities recall their most mind-bending trips via animations, reenactments and more in this comedic documentary exploring the story of psychedelics.",Documentary,"ASAP Rocky, Nick Offerman, Sting, Bill Kreutzmann",https://m.media-amazon.com/images/M/MV5BM2YzMDIwZTUtYTEwNC00OGQxLTg2NGItZDFmMjE5Y2Y5ODUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,6.8,"Celebrities recall their most mind-bending trips via animations, reenactments and more in this comedic documentary exploring the story of psychedelics.MOVIEDocumentaryUSASAP Rocky, Nick Offerman, Sting, Bill Kreutzmann"
System Crasher,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.",Drama,"Lisa Hagmeister, Gabriela Maria Schmeide, Helena Zengel, Albrecht Schuch",https://m.media-amazon.com/images/M/MV5BNDVmYWM4ZDItODliOC00NDVkLThmYmItNTU4N2NlYTY4NTIyXkEyXkFqcGdeQXVyMjIxMDAyNzY@._V1_SX300.jpg,7.8,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.MOVIEDramaDELisa Hagmeister, Gabriela Maria Schmeide, Helena Zengel, Albrecht Schuch"
Sergio,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.","Biography, Drama, History, Romance","Wagner Moura, Brían F. O'Byrne, Ana de Armas, Bradley Whitford",https://m.media-amazon.com/images/M/MV5BMzIwYzQ3MTMtNjBjZC00M2ZiLTkzMzctYjZhOWM1ZTAxMTdiXkEyXkFqcGdeQXVyODkwODgyNTY@._V1_SX300.jpg,6.2,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.MOVIEBiography, Drama, History, RomanceUS, AL, JO, THWagner Moura, Brían F. O'Byrne, Ana de Armas, Bradley Whitford"
Love Wedding Repeat,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.","Comedy, Romance","Freida Pinto, Olivia Munn, Eleanor Tomlinson, Sam Claflin",https://m.media-amazon.com/images/M/MV5BZGEwZDNmNTktOGNmMi00ZmRlLTljYzItNWJkZDc2OTcxZmZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,5.5,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.MOVIEComedy, RomanceIT, GBFreida Pinto, Olivia Munn, Eleanor Tomlinson, Sam Claflin"
The Show Must Go On: The Queen + Adam Lambert Story,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",Documentary,"Queen, Rami Malek, Freddie Mercury, Joe Jonas",https://m.media-amazon.com/images/M/MV5BZjQyZDJiNzEtY2RlYi00Y2Y1LThlN2YtMDViM2M0NjQxYzU4XkEyXkFqcGdeQXVyMDAwMDAwMw@@._V1_SX300.jpg,7.8,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.MOVIEDocumentaryUSQueen, Rami Malek, Freddie Mercury, Joe Jonas"
Uncorked,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,Drama,"Robert Cox, Lashun Pollard, Courtney B. Vance, Michael Mobley",https://m.media-amazon.com/images/M/MV5BZTg3NWFkN2ItOTdjMi00NDk4LTllMDktNGZiNTUxYmZmMjlmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,6.4,"Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.MOVIEDramaUSRobert Cox, Lashun Pollard, Courtney B. Vance, Michael Mobley"
